Accounting_and_Auditing,Advertising_and_Marketing,Aerospace_and_Defense,Aging_and_Geriatrics,Agriculture_and_Forestry,Air_Travel,Alcoholic_Beverages,Alternative_and_Natural_Medicine,Animal_Products_and_Services,Antiques_and_Collectibles,Apartments_and_Residential_Rentals,Apparel,Arcade_and_Coin-Op_Games,Arts_and_Entertainment,Astronomy,Auctions,Automotive_Industry,Autos_and_Vehicles,Banking,Beauty_and_Fitness,Beauty_Pageants,Bed_and_Bath,Bicycles_and_Accessories,Biographies_and_Quotations,Biological_Sciences,Blogging_Resources_and_Services,Board_Games,Boats_and_Watercraft,Body_Art,Book_Retailers,Books_and_Literature,Bowling,Broadcast_and_Network_News,Bus_and_Rail,Business_and_Industrial,Business_Education,Business_Finance,Business_News,Business_Operations,Business_Services,CAD_and_CAM,Campers_and_RVs,Candy_and_Sweets,Car_Rental_and_Taxi_Services,Card_Games,Carpooling_and_Ridesharing,Celebrities_and_Entertainment_News,Chemicals_Industry,Chemistry,Children's_Literature,Classic_Vehicles,Classifieds,Clubs_and_Nightlife,Clubs_and_Organizations,College_Sports,Combat_Sports,Comics_and_Animation,Commercial_and_Investment_Real_Estate,Commercial_Vehicles,Communications_Equipment,Computer_and_Video_Games,Computer_Hardware,Computer_Science,Computer_Security,Computers_and_Electronics,Construction_and_Maintenance,Consumer_Electronics,Consumer_Resources,"Contests,_Awards_and_Prizes",Cooking_and_Recipes,Cosmetic_Procedures,Cosmetology_and_Beauty_Professionals,Crafts,Credit_and_Lending,Cruises_and_Charters,Culinary_Training,Currencies_and_Foreign_Exchange,Custom_and_Performance_Vehicles,Cycling,Dating_and_Personals,Directories_and_Listings,Disabled_and_Special_Needs,Domestic_Services,Earth_Sciences,E-Books,Ecology_and_Environment,Education,Electronics_and_Electrical,Email_and_Messaging,Energy_and_Utilities,Engineering_and_Technology,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Ethnic_and_Identity_Groups,Events_and_Listings,Extreme_Sports,Face_and_Body_Care,Family_and_Relationships,Family-Oriented_Games_and_Activities,Fan_Fiction,Fantasy_Sports,Fashion_and_Style,File_Sharing_and_Hosting,Finance,Financial_Planning,Fitness,Food_and_Drink,Forum_and_Chat_Providers,Fun_and_Trivia,Games,Gardening_and_Landscaping,General_Reference,Geographic_Reference,Gifts_and_Special_Event_Items,Gossip_and_Tabloid_News,Government,Grants_and_Financial_Assistance,Grocery_and_Food_Retailers,Hair_Care,Health,Health_Conditions,Health_Education_and_Medical_Training,Health_Foundations_and_Medical_Research,Health_News,Hobbies_and_Leisure,Home_and_Garden,Home_Appliances,Home_Furnishings,Home_Improvement,Home_Storage_and_Shelving,Homemaking_and_Interior_Decor,Hospitality_Industry,Hotels_and_Accommodations,Humanities,Humor,HVAC_and_Climate_Control,Hybrid_and_Alternative_Vehicles,Individual_Sports,Industrial_Materials_and_Equipment,Insurance,Internet_and_Telecom,Investing,Jobs,Jobs_and_Education,Journalism_and_News_Industry,Kids_and_Teens,Kitchen_and_Dining,Language_Resources,Laundry,Law_and_Government,Legal,Libraries_and_Museums,Literary_Classics,Live_Sporting_Events,Local_News,Luggage_and_Travel_Accessories,Luxury_Goods,Magazines,Manufacturing,Mass_Merchants_and_Department_Stores,Mathematics,Medical_Devices_and_Equipment,Medical_Facilities_and_Services,Medical_Literature_and_Resources,Men's_Health,Mental_Health,Metals_and_Mining,Microcars_and_City_Cars,Military,Mobile_and_Wireless,Motor_Sports,Motorcycles,Movies,Music_and_Audio,Networking,News,Newspapers,Non-Alcoholic_Beverages,Nursery_and_Playroom,Nursing,Nutrition,Offbeat,Off-Road_Vehicles,Online_Communities,Online_Games,Online_Goodies,Online_Journals_and_Personal_Sites,Online_Media,Oral_and_Dental_Care,Outdoors,Paintball,Party_Games,Pediatrics,People_and_Society,Performing_Arts,Personal_Aircraft,Pest_Control,Pets,Pets_and_Animals,Pharmaceuticals_and_Biotech,Pharmacy,Photo_and_Video_Services,Photo_and_Video_Sharing,Photographic_and_Digital_Arts,Physics,Poetry,Politics,Printing_and_Publishing,Professional_and_Trade_Associations,Programming,Property_Development,Property_Inspections_and_Appraisals,Property_Management,Public_Health,Public_Safety,Puzzles_and_Brainteasers,Radio_Control_and_Modeling,Real_Estate,Real_Estate_Agencies,Real_Estate_Listings,Recreational_Aviation,Reference,Religion_and_Belief,Reproductive_Health,Restaurants,Retail_Trade,Retirement_and_Pension,Roleplaying_Games,Running_and_Walking,Science,Scientific_Equipment,Scientific_Institutions,Scooters_and_Mopeds,Search_Engines,Seniors_and_Retirement,Service_Providers,Shopping,Shopping_Portals_and_Search_Engines,Small_Business,Social_Issues_and_Advocacy,Social_Networks,Social_Sciences,Social_Services,Software,Spas_and_Beauty_Services,Special_Occasions,Specialty_Travel,Sporting_Goods,Sports,Sports_Coaching_and_Training,Sports_News,Subcultures_and_Niche_Interests,Substance_Abuse,Swap_Meets_and_Outdoor_Markets,Swimming_Pools_and_Spas,Table_Games,Team_Sports,Technical_Reference,Technology_News,Teleconferencing,Textiles_and_Nonwovens,Ticket_Sales,Timeshares_and_Vacation_Properties,Tobacco_Products,Tourist_Destinations,Toys,Transportation_and_Logistics,Travel,Travel_Agencies_and_Services,Travel_Guides_and_Travelogues,Trucks_and_SUVs,TV_and_Video,Vehicle_Brands,Vehicle_Codes_and_Driving_Laws,Vehicle_Licensing_and_Registration,Vehicle_Maintenance,Vehicle_Parts_and_Accessories,Vehicle_Shopping,Vehicle_Shows,Virtual_Worlds,Vision_Care,Visual_Art_and_Design,Water_Activities,Water_Sports,Weather,Web_Apps_and_Online_Tools,Web_Portals,Web_Services,Weight_Loss,Wholesalers_and_Liquidators,Wildlife,Winter_Sports,Women's_Health,World_News,World_Sports_Competitions,Writers_Resources,Yard_and_Patio,
55,47,67,27,45,39,42,57,44,58,62,37,68,29,48,23,29,34,40,40,58,33,25,36,31,42,38,28,61,48,58,38,59,46,40,24,66,22,55,55,62,47,44,57,66,41,48,38,48,22,15,47,53,25,22,19,50,49,52,20,50,38,31,17,47,47,47,43,51,46,70,43,29,42,22,33,31,38,42,53,52,29,30,24,12,26,30,23,24,28,0,11,55,17,65,65,43,35,32,47,28,39,54,58,50,52,51,32,57,59,42,33,35,38,35,55,23,28,27,36,38,54,39,60,31,46,34,24,34,66,63,50,46,63,47,62,56,60,40,53,52,57,65,43,42,40,47,42,23,38,17,41,16,49,20,25,36,27,29,49,29,47,48,47,28,43,41,48,51,45,35,40,56,40,48,21,26,74,22,67,74,82,55,36,70,32,28,55,56,59,43,31,42,34,49,27,35,48,38,31,36,40,4,86,37,53,62,66,61,36,25,12,51,53,65,18,53,44,43,58,44,52,52,39,26,57,49,30,46,60,32,29,40,44,28,54,40,52,74,62,40,25,71,35,25,41,15,46,68,23,41,24,36,81,47,26,25,48,65,40,78,62,53,36,19,50,55,41,40,62,50,51,28,48,76,47,44,17,86,33,37,39,59,73,14,14,2,36,35,50,33,40,30,29,48,41,37,29,64
57,39,79,28,44,44,45,61,45,70,64,35,72,29,46,23,25,28,36,38,55,33,25,33,28,42,33,24,61,44,55,35,58,45,40,23,66,16,52,52,58,49,39,53,65,41,45,40,50,21,18,48,52,30,22,20,55,47,60,21,51,36,30,18,46,46,45,41,49,46,71,43,30,41,24,33,28,37,41,55,51,27,30,23,12,25,31,22,25,27,0,9,53,18,64,64,42,36,30,49,32,40,57,57,53,56,47,31,57,51,41,34,41,36,31,61,23,30,28,35,40,58,41,62,38,43,32,25,35,64,63,52,48,65,46,62,53,61,42,53,52,63,61,46,38,39,44,42,27,43,15,40,16,48,19,24,33,28,37,57,26,46,47,45,25,44,41,50,48,43,35,40,55,38,41,16,24,62,21,62,54,89,52,35,59,29,28,52,48,56,42,31,41,34,51,26,32,51,37,30,35,42,5,77,35,45,60,59,55,34,24,12,52,55,57,19,51,45,42,55,51,60,52,41,26,55,48,31,44,57,31,26,37,43,27,48,36,55,66,62,37,27,69,36,26,45,20,46,69,24,39,23,34,76,49,26,26,49,65,38,78,61,51,38,19,54,55,38,35,56,52,49,30,46,65,48,37,16,61,26,32,38,54,69,14,14,2,34,32,49,33,39,26,28,40,38,35,28,52
58,45,73,28,48,43,45,61,42,51,66,34,69,28,44,21,22,25,28,35,52,31,24,33,25,43,29,26,61,42,50,32,56,43,38,21,63,15,48,50,55,48,39,50,60,39,41,37,50,20,16,43,55,31,22,20,46,43,50,19,48,34,28,16,42,43,39,38,47,40,72,42,28,41,21,32,28,41,39,53,44,25,26,23,11,28,29,20,22,25,0,7,50,15,61,61,42,33,27,42,30,37,57,59,54,61,44,33,58,51,46,32,43,39,37,61,26,35,26,39,40,48,39,56,29,37,28,23,30,57,54,49,42,55,41,58,51,56,37,50,54,55,58,46,39,44,43,38,26,45,13,40,16,45,20,28,30,27,37,59,24,48,53,44,20,51,42,49,51,46,37,50,55,40,31,14,22,60,19,60,55,79,47,32,55,27,25,46,44,48,37,31,38,33,45,24,36,49,48,33,41,39,7,73,42,46,57,57,56,34,22,12,50,56,58,19,49,39,43,54,46,50,48,39,23,52,48,30,38,51,29,27,30,38,25,47,33,49,67,57,36,25,62,33,23,36,15,38,54,21,39,21,32,64,49,23,25,57,65,38,73,69,55,36,18,73,54,46,38,52,47,48,43,56,65,61,42,16,50,23,32,35,54,65,15,15,1,31,34,47,30,33,24,25,48,34,32,27,48
55,45,71,29,46,45,48,66,44,51,64,37,66,29,43,20,23,23,26,37,55,30,22,37,25,44,30,26,58,42,51,32,58,43,36,18,69,16,50,48,56,53,43,54,65,46,41,36,48,26,16,44,55,27,24,18,37,43,53,20,40,30,26,15,40,41,38,36,45,39,75,39,26,39,19,30,24,42,38,52,54,27,26,24,11,34,28,20,20,26,0,7,50,17,63,63,47,34,26,44,31,43,62,69,67,62,42,33,59,55,48,32,42,38,41,58,26,48,28,42,44,47,35,59,29,34,24,21,30,55,57,49,39,54,38,59,48,60,35,51,54,57,57,53,41,48,43,34,24,47,13,38,16,51,23,32,30,19,55,54,23,47,54,40,18,53,42,45,54,44,30,53,54,39,26,13,19,62,20,59,56,74,49,32,55,27,23,41,39,47,37,27,36,31,46,24,31,41,36,29,36,37,3,68,38,47,59,59,56,41,22,12,50,64,56,18,49,40,43,53,47,53,45,37,22,53,51,31,38,49,28,26,30,37,25,44,35,44,63,54,34,23,59,32,23,33,16,33,44,20,34,19,32,55,42,21,21,61,70,39,66,74,56,50,20,79,59,53,42,48,46,49,50,56,63,47,43,15,36,22,27,26,73,61,12,12,2,32,33,46,30,34,26,25,52,33,33,28,49
55,45,65,39,47,40,44,60,41,47,59,35,67,28,43,21,22,27,33,38,50,33,22,32,25,43,29,23,62,43,55,38,56,40,39,29,66,27,52,51,57,48,41,69,66,41,56,37,53,23,14,44,53,26,22,20,33,45,51,18,42,34,27,18,46,44,41,40,46,41,83,41,28,40,20,31,29,36,41,52,47,24,27,22,11,25,28,21,21,25,0,7,55,38,60,60,51,36,39,45,30,46,56,55,45,57,51,31,59,54,43,31,38,39,35,57,23,31,28,39,39,52,37,64,30,39,27,22,30,59,56,52,40,58,53,62,52,58,36,50,53,73,60,42,40,53,43,40,26,42,13,38,15,48,19,28,29,23,29,47,24,43,49,40,19,45,41,47,53,50,33,43,55,41,26,15,20,56,20,57,50,75,46,32,53,28,26,49,46,53,40,30,38,31,45,25,34,46,36,33,66,37,4,78,47,45,57,52,56,35,23,12,51,51,54,17,50,39,40,55,45,51,52,36,22,54,50,29,46,61,32,30,35,42,30,55,45,49,64,57,35,24,62,33,22,33,16,31,45,21,37,19,32,63,40,22,24,44,55,36,75,59,54,34,18,45,50,42,35,48,44,48,28,46,62,44,49,18,20,25,25,29,64,59,14,14,2,34,34,43,31,34,34,27,43,36,37,33,55
54,46,69,60,44,48,45,59,46,47,60,32,72,27,47,23,22,29,35,36,59,32,24,33,28,46,28,21,67,46,56,37,61,43,40,28,69,17,57,53,61,49,46,60,68,48,52,40,52,19,16,44,54,28,22,24,43,47,52,20,43,34,28,18,45,45,43,41,48,43,80,41,30,43,22,32,30,37,41,51,49,26,31,22,11,26,30,22,24,26,0,8,60,57,61,61,48,38,38,48,33,48,57,58,56,56,50,29,56,54,44,32,36,38,34,61,22,30,27,37,37,56,38,65,30,40,29,24,33,63,59,54,44,58,49,64,53,57,38,51,53,61,58,45,41,54,45,39,32,39,13,39,15,47,19,26,30,22,33,48,27,43,48,44,23,42,42,48,48,43,34,40,59,37,28,16,22,59,20,58,48,75,45,32,53,28,25,47,48,55,40,31,41,33,44,23,37,52,38,29,87,41,3,76,55,49,57,55,53,35,21,12,51,48,54,17,52,42,46,60,48,51,54,39,24,55,49,30,49,63,33,29,36,43,34,55,45,50,65,59,37,25,64,36,24,39,15,39,53,23,41,22,34,68,51,24,25,45,58,38,77,55,52,39,18,45,53,37,34,49,45,48,27,49,55,38,49,17,20,24,20,44,47,51,15,15,2,35,35,46,34,34,32,30,40,36,38,33,56
52,39,69,30,42,44,46,54,40,45,55,33,62,29,48,21,24,31,38,36,54,32,23,31,30,43,31,24,63,45,53,38,62,45,36,26,64,14,54,50,56,45,37,57,66,45,51,36,49,17,17,40,52,29,21,23,41,46,50,18,45,34,27,17,42,44,42,41,47,40,84,40,30,39,21,32,29,37,40,52,47,24,26,21,10,23,29,20,22,24,0,9,53,34,58,58,52,35,35,45,30,45,56,54,47,51,43,28,58,50,40,36,35,38,33,59,21,29,25,34,39,50,37,65,29,39,28,21,32,60,56,52,43,56,50,62,53,55,37,52,51,55,60,41,40,50,46,40,23,35,15,38,15,47,21,25,30,25,28,44,28,45,45,44,31,40,39,47,47,40,31,38,52,36,35,20,28,53,20,54,48,71,43,29,50,27,25,45,44,48,39,30,37,31,46,24,31,40,35,33,48,37,4,83,42,53,57,53,53,31,21,12,47,46,53,15,48,43,42,55,48,51,50,38,23,54,51,31,48,64,33,27,37,42,29,56,44,49,62,57,35,25,63,34,24,37,17,39,47,22,40,23,33,68,44,22,25,44,56,36,73,52,49,33,17,45,49,35,35,56,46,44,26,42,58,54,51,17,24,27,22,44,44,52,14,14,2,36,36,44,35,34,31,30,41,36,39,31,56
53,45,66,27,45,45,44,58,41,47,58,31,63,29,48,23,28,34,41,37,58,32,24,32,34,41,33,25,61,47,52,39,61,46,37,22,67,14,53,53,58,47,36,54,68,44,52,38,49,17,14,39,49,29,21,25,45,46,52,20,52,36,28,17,44,44,45,42,50,41,86,42,29,40,22,30,35,37,39,49,51,23,31,22,9,23,29,21,23,25,0,8,52,35,56,56,47,36,34,43,31,44,54,54,48,50,47,30,57,55,40,34,36,35,33,58,21,29,26,33,38,52,38,64,31,41,30,22,32,61,64,51,44,60,48,61,51,58,40,52,54,58,61,41,37,43,44,37,22,33,17,42,15,48,19,23,33,30,28,45,30,46,45,47,43,40,37,48,48,39,31,36,54,33,44,23,39,55,20,53,46,70,43,31,52,29,25,47,45,52,38,30,39,33,47,25,31,39,37,30,34,37,4,74,42,46,54,52,52,30,21,12,48,46,52,15,51,43,42,56,46,52,49,39,24,55,48,34,46,66,32,26,38,45,31,54,40,48,59,57,37,25,68,34,24,38,17,39,49,22,42,31,32,68,47,23,25,43,54,34,72,51,46,35,18,44,49,36,36,61,57,45,25,43,57,30,51,18,22,32,25,42,42,53,14,14,2,35,34,43,33,37,29,28,41,38,39,30,56
49,37,69,24,43,42,39,54,39,43,55,28,61,26,45,21,29,36,39,36,55,31,22,29,37,37,32,25,57,44,47,34,58,42,35,22,62,13,51,50,55,46,35,51,65,45,46,34,45,16,13,36,47,25,20,21,33,43,45,18,47,30,25,14,41,39,40,40,46,36,80,37,26,37,19,28,25,34,35,45,46,21,26,18,8,22,27,19,19,22,0,7,45,16,54,54,44,28,29,42,25,33,53,54,45,44,40,31,51,52,39,32,32,32,31,53,20,30,25,37,34,48,34,58,26,40,26,18,30,54,51,46,39,59,44,55,50,53,35,47,47,53,55,41,35,38,45,34,25,31,17,43,14,47,18,22,33,25,28,40,31,46,44,46,45,39,33,46,44,38,36,36,55,33,51,33,40,50,18,50,41,60,41,26,48,28,22,42,38,49,33,27,34,32,41,22,28,36,32,24,33,33,3,66,42,40,51,48,49,26,19,11,41,43,51,14,46,38,41,58,43,45,46,33,22,51,48,32,44,60,29,26,34,41,28,54,40,46,58,49,35,23,58,32,21,34,14,37,37,19,39,22,29,59,37,25,21,41,49,32,68,50,44,39,17,44,44,36,36,65,48,43,24,42,56,21,69,18,19,29,23,41,39,52,14,14,2,35,33,45,34,36,28,30,40,37,41,29,53
49,38,61,25,48,34,38,54,37,39,49,28,58,24,44,20,27,39,45,35,58,29,21,29,33,38,31,25,61,45,49,37,59,45,36,20,62,14,51,53,54,43,33,52,66,43,46,27,41,18,12,33,51,17,19,13,18,43,43,19,44,28,25,15,40,39,38,43,45,39,85,41,25,35,19,26,23,32,36,45,48,22,22,19,8,24,27,19,19,20,2,14,47,15,55,55,43,29,28,43,25,36,53,53,48,46,39,30,56,52,38,28,32,34,32,43,20,26,22,41,34,47,31,57,28,41,26,17,29,57,55,46,35,56,42,60,52,51,34,47,47,53,57,41,35,39,42,32,21,30,16,48,14,45,18,22,31,21,25,39,37,46,47,45,35,40,33,52,47,36,46,36,54,34,54,42,35,48,18,49,43,52,41,29,47,25,22,34,32,49,35,27,36,30,44,22,28,39,31,23,33,32,3,59,40,37,47,47,49,24,18,10,41,39,50,16,45,39,39,55,34,43,46,34,17,53,47,28,46,62,30,25,37,43,31,56,47,40,59,46,36,17,50,31,22,27,12,31,23,18,40,17,35,36,30,24,19,39,49,30,66,50,49,34,16,45,46,35,35,64,48,43,27,41,53,17,40,17,20,31,20,38,36,49,17,17,2,41,36,46,36,41,31,31,44,40,45,30,56
49,43,68,26,52,32,40,54,37,41,48,29,59,25,46,20,29,42,50,37,59,30,22,30,35,42,32,27,65,47,52,39,63,45,37,22,63,19,58,51,56,46,34,52,68,44,47,26,39,19,13,33,50,16,20,10,16,42,43,20,48,28,26,16,40,41,38,44,47,39,58,41,24,37,20,26,22,30,35,47,50,22,24,19,8,24,27,19,21,20,0,7,50,15,57,57,48,31,32,43,29,36,55,57,49,50,40,34,58,55,36,29,32,38,31,34,18,26,23,37,34,47,33,56,28,40,25,16,28,57,55,46,34,56,44,66,51,54,35,45,48,55,59,42,37,43,46,33,21,33,20,47,16,47,20,25,34,21,23,40,40,47,51,47,31,42,37,51,51,39,42,39,58,40,55,37,31,49,18,49,43,50,44,29,44,23,23,32,29,48,36,26,34,31,44,24,28,39,33,22,32,31,3,70,34,38,48,49,54,22,18,9,38,37,48,16,44,37,37,52,30,43,47,34,15,58,47,30,48,66,30,27,36,44,29,59,49,39,55,47,35,15,46,31,21,25,18,29,16,20,32,14,30,25,26,22,19,42,50,31,64,52,46,31,16,47,49,37,38,70,51,46,27,46,48,17,43,18,25,34,22,42,35,40,17,17,2,42,35,44,39,38,34,33,58,42,48,33,60
46,45,66,27,45,31,40,55,37,39,49,27,59,24,45,20,28,35,46,37,56,30,22,30,33,39,31,28,64,47,48,38,63,44,37,22,60,14,55,50,54,45,32,49,64,41,43,28,40,20,12,35,51,17,19,13,21,42,44,18,49,30,24,17,41,43,37,39,46,40,55,40,25,36,19,29,24,32,35,44,47,22,24,21,9,22,26,19,20,22,0,7,45,15,57,57,50,29,33,41,31,35,54,55,46,47,45,32,53,53,35,30,32,36,29,37,19,26,22,35,34,47,32,56,27,40,27,18,30,59,52,47,35,55,43,60,48,54,34,48,45,56,56,40,38,40,44,36,21,32,17,45,15,46,18,23,32,24,23,40,33,46,51,44,28,41,39,47,53,41,37,39,57,37,47,27,29,51,18,50,40,53,46,29,48,24,22,43,40,47,37,26,34,31,46,22,29,48,31,31,31,30,5,60,31,35,49,49,68,22,17,10,41,39,47,15,42,38,34,53,33,44,47,33,18,54,46,28,47,64,28,26,35,42,27,56,43,41,56,49,35,16,52,31,22,27,17,32,23,19,29,16,32,37,29,22,19,43,54,32,63,53,49,31,18,46,48,43,36,65,49,44,26,46,51,24,47,17,59,31,27,38,43,45,15,15,3,37,34,44,37,36,31,29,64,38,44,31,54
47,38,62,28,40,36,36,52,34,44,48,29,56,27,43,21,24,29,40,36,54,30,24,33,28,40,28,26,58,44,51,37,60,39,33,22,60,19,51,45,54,43,35,48,63,39,41,33,43,18,14,38,43,23,19,20,44,43,49,18,49,33,26,17,43,42,43,39,45,40,51,39,26,36,20,29,27,33,35,47,46,23,26,21,9,21,27,20,22,23,0,9,46,15,56,56,47,27,26,41,29,36,51,52,46,48,47,30,54,52,36,33,32,32,29,50,17,26,24,30,34,49,35,54,28,38,29,21,30,58,55,45,41,60,41,58,50,53,37,45,48,56,57,39,36,37,43,36,22,34,14,41,13,45,18,21,30,23,25,38,27,44,45,42,25,39,36,45,48,41,32,36,53,34,41,19,25,51,17,54,43,57,44,28,53,27,23,49,49,49,37,28,37,30,45,23,29,42,31,26,32,32,5,69,32,37,47,46,48,23,18,11,40,40,44,13,47,41,38,51,41,49,47,35,24,54,43,29,42,58,28,25,35,39,25,53,36,47,52,57,35,22,69,34,23,39,29,41,62,21,37,21,34,74,44,26,23,42,51,30,63,49,46,31,18,43,48,38,34,57,44,42,24,42,61,49,41,17,81,30,34,34,55,61,12,12,2,32,33,45,30,35,27,27,43,38,34,27,48
49,37,68,24,38,41,41,55,34,57,48,29,60,25,40,22,22,25,36,33,52,30,23,29,25,37,27,26,57,43,51,32,59,41,33,19,56,13,45,44,51,46,32,44,61,37,38,35,44,16,15,37,46,25,19,21,47,42,51,18,52,33,26,16,43,41,41,39,44,40,59,39,27,38,20,28,25,33,37,47,45,23,26,21,9,21,27,19,21,24,0,10,46,15,53,53,44,28,25,43,28,37,53,52,48,50,43,28,53,50,37,31,38,33,30,55,18,29,24,29,33,49,37,56,29,39,27,20,29,57,54,46,42,54,42,59,46,55,38,46,48,54,56,40,36,37,40,35,21,37,13,37,14,42,17,21,28,25,34,43,24,43,44,41,22,39,36,45,45,39,32,37,52,32,39,15,23,52,18,51,42,54,42,28,50,26,22,47,48,43,36,26,39,31,44,23,29,39,28,28,31,30,5,65,34,38,46,47,43,22,18,11,40,37,45,13,46,40,39,50,48,51,47,36,23,50,43,28,39,54,29,24,34,39,23,48,34,49,50,59,35,24,71,32,24,40,17,42,69,21,39,23,34,74,46,25,25,44,60,30,61,51,46,33,17,45,48,35,31,50,52,43,26,43,63,45,36,16,48,24,27,34,57,69,12,12,2,31,30,41,29,34,24,26,38,36,32,26,46
48,41,60,24,39,41,40,57,38,45,50,30,58,26,39,21,19,21,28,30,48,27,21,30,22,36,27,29,53,40,46,29,57,41,31,17,61,13,42,45,47,47,34,45,60,35,36,32,44,17,14,34,44,25,19,22,42,39,47,18,43,29,24,15,38,39,40,37,40,37,70,39,26,35,17,27,23,36,36,45,45,23,24,21,8,24,26,17,20,21,0,8,43,14,49,49,41,27,23,40,25,35,56,57,49,56,39,31,60,47,40,33,34,31,33,51,19,32,26,47,37,47,40,55,29,34,26,20,29,55,49,45,41,49,36,55,43,51,34,49,47,52,54,40,35,38,38,34,22,39,12,38,13,43,18,24,28,22,36,38,21,43,51,40,18,48,38,45,48,41,29,44,51,35,30,13,21,48,18,50,42,50,42,26,50,25,22,44,44,42,35,26,33,31,39,21,29,40,34,24,29,31,5,65,34,48,46,45,46,24,17,10,40,44,45,14,45,37,39,50,43,48,44,35,21,52,45,29,36,45,25,23,29,34,24,43,32,44,47,53,32,23,65,31,21,34,14,36,55,19,39,21,34,66,42,22,21,49,58,30,60,59,48,35,17,61,50,41,34,44,43,42,36,54,63,56,45,15,42,23,27,33,54,62,12,12,4,28,29,39,26,31,21,23,44,30,30,27,43
51,44,61,26,45,40,42,68,38,41,49,31,58,27,41,18,21,23,26,30,48,27,21,30,22,39,27,28,56,42,47,30,59,42,31,15,65,37,45,44,50,55,37,49,67,42,37,33,42,22,15,34,51,24,21,21,34,42,47,18,42,28,23,15,38,41,38,37,43,39,66,37,25,36,17,27,23,39,35,46,53,24,24,21,8,28,28,18,19,22,2,8,45,16,55,55,46,28,23,42,26,38,58,65,60,58,41,34,59,54,41,32,40,34,35,55,20,43,27,43,40,44,33,58,28,34,22,19,28,51,49,48,38,49,37,59,44,55,34,48,47,55,55,49,40,44,41,30,22,42,13,38,15,45,20,30,27,17,52,46,22,44,51,40,18,47,41,44,54,47,30,48,54,34,26,13,20,51,19,55,46,51,43,24,48,30,22,38,37,41,35,27,33,30,41,22,29,39,31,24,34,31,5,60,36,43,46,49,46,26,18,11,39,52,45,15,45,37,39,50,44,47,44,33,20,53,53,29,38,48,26,23,29,37,24,45,34,44,47,50,32,23,62,30,22,32,15,33,45,18,38,22,37,56,36,22,18,55,69,31,60,63,50,50,19,68,57,52,39,46,44,44,44,53,54,43,42,15,32,21,29,22,57,55,12,12,2,30,30,38,29,33,22,24,50,32,32,27,44
63,56,75,50,54,46,48,78,48,51,54,37,71,31,56,27,25,29,45,46,64,38,28,41,28,58,32,25,81,55,63,44,80,55,44,32,80,17,64,63,67,64,44,73,86,52,67,42,53,23,20,38,58,31,24,24,36,53,59,21,53,39,29,24,52,49,47,50,53,45,60,48,33,44,21,35,35,40,48,55,53,26,28,24,9,30,32,21,23,24,0,10,63,47,62,62,61,33,42,51,40,47,76,69,64,67,60,40,71,72,62,40,48,44,40,56,22,35,34,49,48,62,47,77,34,45,30,26,36,73,64,59,47,73,60,82,57,63,44,56,60,70,71,59,51,69,55,44,100,48,14,46,18,57,21,31,37,25,36,54,29,57,67,53,24,55,55,59,69,57,42,54,73,50,34,18,25,57,23,59,47,64,49,32,55,34,27,56,51,59,45,35,46,34,56,29,41,46,41,29,82,34,6,69,61,44,68,53,68,26,22,12,50,46,73,18,55,46,45,69,50,59,61,44,25,68,60,34,60,83,41,32,42,51,33,74,56,54,71,67,39,27,78,38,25,39,17,40,53,22,44,24,40,73,44,28,23,54,70,33,87,63,57,41,24,56,56,48,40,57,47,55,34,60,72,59,52,20,27,31,31,33,77,76,18,18,2,43,42,48,38,45,41,36,52,42,44,39,63
63,54,88,74,53,49,46,69,49,49,54,38,70,31,58,27,26,33,51,43,72,36,30,40,32,58,34,25,86,59,68,47,81,59,49,33,84,16,68,65,75,62,44,70,90,59,62,42,54,20,22,37,55,35,22,27,46,56,61,21,58,38,31,23,57,51,52,51,55,47,61,49,36,48,24,37,36,41,47,59,55,27,31,24,10,28,34,22,26,27,0,10,75,85,65,65,62,36,42,53,40,49,73,68,67,66,58,38,72,79,47,38,43,43,38,57,22,33,36,47,46,64,52,74,37,45,34,27,37,76,68,59,51,73,61,86,66,69,47,57,61,72,77,57,50,70,59,44,32,46,15,48,18,59,20,30,37,26,39,47,33,57,67,54,30,53,54,60,64,56,40,51,72,47,38,21,30,56,23,57,48,63,45,35,55,39,30,55,54,57,50,40,52,36,56,30,44,52,39,35,72,34,13,66,55,40,67,52,62,25,21,12,51,44,74,17,57,50,51,68,50,60,63,46,29,72,62,34,61,87,43,32,42,53,41,75,58,58,76,73,39,29,83,41,27,44,18,47,66,25,48,27,39,86,57,29,28,52,71,34,99,63,53,46,23,55,59,43,39,60,53,54,33,62,66,51,54,26,25,29,26,48,53,60,19,19,2,45,41,48,41,49,41,38,50,44,44,38,62
